Id,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageType_NoNull,GarageYrBlt_NoNull,MasVnrArea_NoNull,LotFrontage_capped,LotArea_capped,TotalBsmtSF_capped,GrLivArea_capped,GarageArea_capped,1stFlrSF_capped
829,60,RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,TA,TA,PConc,TA,Gd,Gd,TA,249,ALQ,764,0,GasA,TA,Y,SBrkr,966,0,0,1,2,1,3,1,TA,7,Min2,0,None,Fin,2,TA,TA,Y,486,0,0,0,225,0,6,2009,WD,Abnorml,185000,Attchd,1967.0,0.0,,28698.0,1013.0,2126.0,538.0,1160.0
830,160,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,Gd,0,Unf,0,600,GasA,Ex,Y,SBrkr,623,80,0,0,2,1,2,1,Gd,4,Typ,0,None,RFn,2,TA,TA,Y,0,166,0,0,0,0,7,2006,WD,Normal,147400,Detchd,2005.0,0.0,24.0,2544.0,600.0,1223.0,480.0,520.0
831,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,TA,1040,Unf,0,352,GasA,TA,Y,FuseA,0,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,RFn,2,TA,TA,Y,0,0,0,0,192,0,6,2008,WD,Normal,166000,Attchd,1957.0,387.0,80.0,11900.0,1392.0,1392.0,458.0,1392.0
832,160,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,No,Gd,0,Unf,0,600,GasA,Ex,Y,SBrkr,600,80,0,0,2,1,2,1,Gd,4,Typ,0,None,RFn,2,TA,TA,Y,0,166,0,0,0,0,6,2006,WD,Normal,151000,Detchd,2005.0,0.0,30.0,3180.0,600.0,1200.0,480.0,520.0
833,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,483,Unf,0,458,GasA,Ex,Y,SBrkr,888,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,RFn,2,TA,TA,Y,192,39,0,0,0,0,1,2010,WD,Normal,237000,Attchd,2003.0,223.0,44.0,9548.0,941.0,1829.0,613.0,941.0
834,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,TA,196,BLQ,345,975,GasA,TA,Y,SBrkr,0,0,0,0,1,1,3,1,TA,6,Typ,0,None,RFn,2,TA,TA,Y,0,0,0,0,152,0,2,2009,WD,Normal,167000,Attchd,1964.0,180.0,100.0,10004.0,1516.0,1516.0,472.0,1516.0
835,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,TA,572,Unf,0,572,GasA,Gd,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,9,2008,WD,Normal,139950,Attchd,1961.0,136.0,75.0,7875.0,1144.0,1144.0,456.0,1144.0
836,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,TA,TA,CBlock,Gd,TA,No,Gd,442,Unf,0,625,GasA,TA,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,4,Min2,0,None,Unf,2,TA,TA,Y,290,0,0,0,0,0,2,2010,WD,Normal,128000,Attchd,1996.0,0.0,60.0,9600.0,1067.0,1067.0,436.0,1067.0
837,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,No,TA,338,Unf,0,1221,GasA,Gd,Y,SBrkr,0,0,1,0,1,0,2,1,TA,5,Min2,0,None,Unf,2,TA,TA,Y,0,116,230,0,0,0,6,2007,COD,Normal,153500,Detchd,1948.0,0.0,90.0,8100.0,1559.0,1559.0,812.0,1559.0
838,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,TA,330,Unf,0,153,GasA,TA,Y,SBrkr,504,0,1,0,1,1,2,1,TA,5,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,11,2008,WD,Normal,100000,Detchd,1973.0,158.0,21.0,1680.0,483.0,987.0,264.0,483.0
839,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Gd,0,Unf,0,1099,GasA,Ex,Y,SBrkr,0,0,0,0,1,1,3,1,Gd,6,Typ,0,None,Unf,1,TA,TA,Y,278,0,0,0,0,0,6,2008,WD,Normal,144000,Attchd,1999.0,0.0,75.0,9525.0,1099.0,1099.0,352.0,1099.0
840,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,TA,352,Unf,0,416,GasA,Ex,Y,SBrkr,432,0,0,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,5,2008,WD,Normal,130500,Detchd,1946.0,0.0,70.0,11767.0,768.0,1200.0,240.0,768.0
841,70,RH,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,TA,156,Unf,0,516,GasA,TA,N,SBrkr,672,0,0,0,2,0,4,1,Fa,7,Typ,0,None,Unf,1,TA,TA,P,0,0,254,0,0,0,3,2008,WD,Normal,140000,Detchd,1934.0,0.0,,12155.0,672.0,1482.0,400.0,810.0
842,70,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,TA,0,Unf,0,650,GasA,Gd,Y,SBrkr,581,0,0,0,2,0,3,1,Gd,8,Typ,1,Po,Unf,2,Gd,TA,P,70,78,68,0,0,0,6,2008,WD,Normal,157500,Detchd,1983.0,0.0,60.0,10440.0,650.0,1539.0,686.0,958.0
843,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Gd,TA,312,ALQ,539,276,GasA,TA,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,0,None,RFn,2,Gd,Gd,Y,0,129,0,0,0,0,5,2008,WD,Normal,174900,Attchd,1966.0,183.0,82.0,9020.0,1127.0,1165.0,490.0,1165.0
844,90,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,1800,GasA,Ex,N,SBrkr,0,0,0,0,2,0,6,2,TA,10,Typ,0,None,NoGarage,0,NoGarage,NoGarage,Y,0,0,0,0,0,0,7,2007,WD,Normal,141000,None,2005.0,0.0,80.0,8000.0,1800.0,1800.0,0.0,1800.0
845,50,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Mn,TA,0,Unf,0,876,GasA,Gd,Y,SBrkr,540,0,0,0,1,1,4,1,TA,7,Typ,1,Gd,Unf,3,TA,TA,Y,418,0,194,0,0,0,6,2008,WD,Normal,153900,Detchd,1949.0,0.0,100.0,12665.0,876.0,1416.0,720.0,876.0
846,85,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Gd,Gd,1390,Unf,0,0,GasA,TA,Y,SBrkr,0,0,1,0,2,0,3,1,TA,6,Min2,2,TA,Fin,2,TA,TA,Y,0,0,0,0,0,0,1,2007,WD,Normal,171000,Basment,1975.0,0.0,,16647.0,1390.0,1701.0,611.0,1701.0
847,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,No,Gd,513,Unf,0,227,GasA,Ex,Y,SBrkr,769,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Unf,2,TA,TA,Y,234,72,192,0,0,0,7,2009,WD,Normal,213000,Attchd,1993.0,137.0,75.0,9317.0,740.0,1775.0,425.0,1006.0
848,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,Av,TA,460,Unf,0,404,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,1,Fa,Unf,1,TA,TA,Y,0,0,0,0,0,0,8,2009,WD,Normal,133500,Attchd,1972.0,0.0,36.0,15523.0,864.0,864.0,338.0,864.0
849,50,RL,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,TA,0,Unf,0,907,GasA,TA,Y,SBrkr,1051,0,0,0,3,0,5,1,TA,10,Typ,1,Gd,Unf,2,Fa,TA,Y,486,40,0,0,175,0,9,2008,WD,Normal,240000,Detchd,1908.0,0.0,75.0,35469.990413139654,907.0,2358.0,360.0,1307.0
850,80,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,Gd,Gd,CBlock,TA,TA,No,TA,0,Unf,0,528,GasA,Ex,Y,SBrkr,761,0,0,0,2,1,3,1,TA,7,Typ,1,TA,RFn,2,TA,TA,Y,113,100,0,0,0,0,8,2007,WD,Normal,187000,Attchd,1976.0,360.0,80.0,9600.0,528.0,1855.0,512.0,1094.0
851,120,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,659,Unf,0,189,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,1,1,Gd,3,Typ,0,None,Fin,2,TA,TA,Y,140,0,0,0,0,0,11,2007,WD,Normal,131500,Attchd,2003.0,170.0,36.0,4435.0,848.0,848.0,420.0,848.0
852,120,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Gd,0,Unf,0,1273,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,7,Typ,1,TA,Fin,2,TA,TA,Y,143,20,0,0,0,0,5,2006,WD,Normal,215000,Attchd,2003.0,40.0,,3196.0,1273.0,1456.0,400.0,1456.0
853,75,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,TA,364,Unf,0,554,GasA,Gd,Y,SBrkr,728,0,0,0,2,0,4,1,TA,7,Typ,2,Gd,Unf,1,TA,TA,Y,0,0,0,0,126,0,8,2007,WD,Normal,164000,Detchd,1941.0,0.0,53.0,7128.0,918.0,1646.0,240.0,918.0
854,80,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,TA,Gd,CBlock,TA,TA,Gd,TA,564,Unf,0,563,GasA,TA,Y,SBrkr,0,0,0,0,1,1,3,1,TA,7,Typ,1,Fa,RFn,2,TA,TA,Y,180,0,0,0,0,0,8,2009,WD,Normal,158000,Attchd,1964.0,115.0,,12095.0,1127.0,1445.0,645.0,1445.0
855,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,TA,TA,Mn,TA,306,Rec,1085,372,GasA,TA,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,1,Gd,Unf,2,TA,TA,Y,0,418,0,0,312,0,7,2006,WD,Abnorml,170000,Attchd,1955.0,0.0,102.0,17920.0,1763.0,1779.0,454.0,1779.0
856,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,No,TA,659,Unf,0,381,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,0,104,0,0,0,0,4,2010,WD,Normal,127000,Detchd,1962.0,0.0,,6897.0,1040.0,1040.0,260.0,1040.0
857,80,RL,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,TA,TA,CBlock,Gd,Gd,Gd,Gd,505,LwQ,435,0,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,0,None,Unf,2,TA,Fa,Y,0,0,34,0,0,0,10,2008,WD,Normal,147000,Detchd,1981.0,0.0,,10970.0,940.0,1026.0,576.0,1026.0
858,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,Gd,0,Unf,0,702,GasA,Gd,Y,SBrkr,779,0,0,0,2,1,3,1,TA,6,Typ,1,TA,Fin,2,TA,TA,Y,0,36,0,0,0,0,3,2009,WD,Normal,174000,Attchd,1994.0,0.0,65.0,8125.0,702.0,1481.0,343.0,702.0
859,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,Gd,0,Unf,0,1090,GasA,TA,Y,SBrkr,0,0,0,0,2,0,3,1,TA,6,Typ,1,TA,RFn,2,TA,TA,Y,0,0,0,0,0,0,6,2009,WD,Family,152000,Attchd,1976.0,189.0,80.0,10400.0,1090.0,1370.0,479.0,1370.0
860,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Mn,TA,619,Unf,0,435,GasA,TA,Y,SBrkr,1142,0,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Unf,2,TA,TA,Y,0,65,0,0,222,0,8,2006,WD,Normal,250000,Attchd,1968.0,220.0,,11029.0,1054.0,2654.0,619.0,1512.0
861,50,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,BrkTil,TA,TA,No,TA,0,Unf,0,912,GasA,Gd,Y,SBrkr,514,0,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Unf,1,TA,TA,Y,0,240,0,0,0,0,6,2007,WD,Normal,189950,Detchd,1925.0,0.0,55.0,7642.0,912.0,1426.0,216.0,912.0
862,190,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,TA,TA,PConc,TA,TA,Mn,TA,841,Unf,0,198,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,4,2010,WD,Normal,131500,Attchd,1965.0,0.0,75.0,11625.0,1039.0,1039.0,504.0,1039.0
863,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,TA,TA,PConc,Gd,TA,No,Gd,338,Unf,0,702,GasA,TA,Y,SBrkr,0,0,0,0,2,0,3,1,TA,6,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,5,2010,WD,Normal,152000,Attchd,1986.0,0.0,81.0,9672.0,1040.0,1097.0,480.0,1097.0
864,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,TA,TA,CBlock,TA,TA,No,TA,1148,Unf,0,0,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,7,2009,WD,Normal,132500,Attchd,1959.0,0.0,70.0,7931.0,1148.0,1148.0,672.0,1148.0
865,20,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,Ex,0,Unf,0,1372,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,6,Typ,0,None,Fin,2,TA,TA,Y,0,140,0,0,0,0,5,2008,New,Partial,250580,Attchd,2008.0,0.0,72.0,8640.0,1372.0,1372.0,529.0,1372.0
866,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,TA,828,Unf,0,174,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,8,2009,WD,Normal,148500,Detchd,1973.0,76.0,,8750.0,1002.0,1002.0,902.0,1002.0
867,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,0,Unf,0,1638,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,RFn,3,TA,TA,Y,192,80,0,0,0,0,11,2007,New,Partial,248900,Attchd,2007.0,274.0,67.0,10656.0,1638.0,1646.0,870.0,1646.0
868,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,TA,932,Unf,0,108,GasA,TA,Y,SBrkr,0,0,1,0,1,1,3,1,Fa,5,Typ,0,None,RFn,2,TA,TA,Y,168,0,0,0,0,400,5,2007,WD,Normal,129000,Attchd,1961.0,0.0,85.0,6970.0,1040.0,1120.0,544.0,1120.0
869,60,RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,Gd,Y,SBrkr,720,53,0,0,2,0,2,1,TA,7,Typ,1,TA,Unf,2,TA,TA,P,120,144,0,0,0,0,5,2006,WD,Normal,169000,Attchd,1979.0,0.0,,14762.0,0.0,2320.0,672.0,1547.0
870,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,Gd,750,Unf,0,300,GasA,Ex,Y,SBrkr,887,0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Fin,2,TA,TA,Y,156,90,0,0,0,0,6,2010,WD,Normal,236000,Attchd,1993.0,246.0,80.0,9938.0,1050.0,1949.0,574.0,1062.0
871,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,894,GasA,Gd,N,SBrkr,0,0,0,0,1,0,2,1,TA,5,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,8,2009,WD,Normal,109500,Detchd,1962.0,0.0,60.0,6600.0,894.0,894.0,308.0,894.0
872,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,Gd,505,Unf,0,299,GasA,Ex,Y,SBrkr,878,0,0,0,2,1,3,1,Gd,7,Typ,0,None,RFn,2,TA,TA,Y,0,77,0,0,0,0,6,2010,WD,Normal,200500,Attchd,1998.0,116.0,70.0,8750.0,804.0,1682.0,523.0,804.0
873,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,Gd,TA,Stone,TA,TA,Av,TA,0,Unf,0,105,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,3,1,Gd,5,Typ,0,None,Unf,2,TA,TA,Y,196,0,150,0,0,0,10,2008,WD,Normal,116000,Attchd,1953.0,0.0,74.0,8892.0,105.0,910.0,414.0,910.0
874,40,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,No,TA,375,Unf,0,457,GasA,Gd,Y,SBrkr,0,232,0,0,1,0,3,1,TA,6,Typ,1,Gd,Unf,1,TA,TA,Y,0,28,0,0,0,0,9,2009,WD,Normal,133000,Attchd,1949.0,0.0,60.0,12144.0,832.0,1268.0,288.0,1036.0
875,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,0,Unf,0,676,GasA,Ex,Y,SBrkr,455,0,0,0,1,1,3,1,TA,5,Typ,0,None,Unf,1,TA,TA,Y,26,0,0,0,0,0,8,2009,WD,Abnorml,66500,Detchd,1941.0,0.0,52.0,5720.0,676.0,1131.0,200.0,676.0
876,60,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Av,Gd,64,Unf,0,1120,GasA,Ex,Y,SBrkr,1426,0,0,0,2,1,4,1,Ex,11,Typ,1,Gd,Fin,2,TA,TA,Y,208,364,0,0,0,0,8,2007,New,Partial,303477,BuiltIn,2007.0,0.0,75.0,9000.0,1184.0,2610.0,550.0,1184.0
877,20,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,TA,TA,PConc,TA,TA,Gd,TA,633,Unf,0,431,GasA,Gd,Y,SBrkr,0,0,1,0,1,0,3,1,TA,5,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,1,2007,WD,Normal,132250,Attchd,1963.0,0.0,94.0,25286.0,1064.0,1040.0,648.0,1040.0
878,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,Ex,1170,Unf,0,292,GasA,Ex,Y,SBrkr,762,0,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Fin,3,TA,TA,Y,184,0,0,0,0,0,6,2009,WD,Normal,350000,Attchd,2004.0,216.0,74.0,8834.0,1462.0,2224.0,738.0,1462.0
879,85,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,TA,899,Unf,0,210,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,Gd,6,Min2,0,None,Unf,2,TA,TA,Y,192,0,0,0,0,400,6,2010,WD,Normal,148000,Detchd,1987.0,0.0,88.0,11782.0,1109.0,1155.0,576.0,1155.0
880,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,TA,TA,No,TA,646,Unf,0,218,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,0,0,7,2009,WD,Normal,136500,Attchd,1978.0,90.0,,7000.0,864.0,864.0,336.0,864.0
881,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,Gd,No,Ex,980,Unf,0,110,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,2,1,TA,5,Typ,0,None,Fin,2,TA,TA,Y,0,49,0,0,0,0,6,2007,WD,Normal,157000,Attchd,2005.0,0.0,60.0,7024.0,1090.0,1090.0,450.0,1090.0
